tti,event,ue,pkt_bits,retx,sinr_db,cqi,rb_alloc,rb_perr
1437,ACK,30,8871,0,21.14,14,12,0.000100
1437,ACK,0,1020,0,12.99,9,4,0.018097
1437,NACK,8,2973,1,10.50,8,11,0.119557
1437,ACK,20,1965,0,30.00,15,3,0.000100
1437,ACK,21,11899,0,25.18,15,15,0.000100
1438,ACK,23,1580,0,15.13,11,4,0.003316
1438,ACK,26,5994,0,30.00,15,8,0.000100
1438,ACK,27,6683,0,12.70,9,20,0.022718
1438,NACK,29,5082,1,9.45,8,18,0.238283
1438,ACK,6,5854,0,24.91,15,7,0.000100
1438,NACK,17,4079,1,4.98,5,29,0.918151
1438,ACK,21,8158,0,26.03,15,10,0.000100
1439,NACK,23,2748,1,13.50,10,7,0.012147
1439,NACK,24,5579,1,11.15,9,17,0.074340
1439,ACK,27,2544,0,10.10,8,9,0.156996
1439,ACK,6,8542,0,25.37,15,11,0.000100
1439,NACK,13,10105,1,11.96,9,31,0.040503
1439,NACK,18,854,1,6.95,6,5,0.697743
1440,NACK,19,6577,1,7.50,7,28,0.599289
1440,NACK,22,10671,1,8.96,7,45,0.317588
1440,NACK,24,1113,1,10.88,8,4,0.090934
1440,ACK,28,2238,0,20.27,13,4,0.000100
1441,ACK,1,76,0,13.15,10,1,0.015934
1441,NACK,2,10202,1,6.96,6,54,0.697028
1441,ACK,4,7157,0,17.93,12,13,0.000355
1441,ACK,5,6993,0,16.74,11,15,0.000922
1441,ACK,6,4284,0,25.66,15,6,0.000100
1441,ACK,8,3858,0,14.71,10,10,0.004632
1442,ACK,9,6011,0,27.35,15,8,0.000100
1442,ACK,14,6132,0,28.89,15,8,0.000100
1442,ACK,15,10706,0,30.00,15,13,0.000100
1442,ACK,20,4070,0,30.00,15,5,0.000100
1442,ACK,21,2813,0,27.43,15,4,0.000100
1442,NACK,24,5899,1,11.26,9,18,0.068624
1442,ACK,31,9861,0,30.00,15,12,0.000100
1442,ACK,5,5784,0,16.25,11,13,0.001354
1443,ACK,7,2278,0,16.75,11,5,0.000908
1443,NACK,10,8493,1,13.62,10,21,0.011008
1443,ACK,16,8767,0,18.55,12,16,0.000215
1443,NACK,24,4393,1,9.74,8,16,0.199621
1443,ACK,27,9033,0,13.31,10,23,0.014117
1444,NACK,2,3967,1,7.43,7,17,0.612212
1444,ACK,6,1015,0,23.70,15,2,0.000100
1444,ACK,11,1231,0,25.71,15,2,0.000100
1444,ACK,14,9420,0,30.00,15,12,0.000100
1444,ACK,21,10493,0,26.96,15,13,0.000100
1444,NACK,22,6055,1,7.17,7,26,0.660617
1444,ACK,26,5581,0,30.00,15,7,0.000100
1444,ACK,27,7435,0,15.72,11,16,0.002074
1445,ACK,0,567,0,17.81,12,2,0.000391
1445,ACK,5,11310,0,18.27,12,21,0.000271
1445,ACK,7,9415,0,15.85,11,20,0.001876
1445,NACK,24,11046,1,10.72,8,39,0.101976
1446,ACK,27,2284,0,13.85,10,6,0.009193
1446,ACK,3,1660,0,13.25,10,5,0.014787
1446,ACK,7,7191,0,16.61,11,15,0.001015
1446,ACK,8,5431,0,11.70,9,17,0.049306
1446,NACK,13,6682,1,9.58,8,24,0.220304
1446,ACK,20,6372,0,30.00,15,8,0.000100
1447,NACK,24,1093,1,10.70,8,4,0.103719
1447,ACK,31,4493,0,30.00,15,6,0.000100
1447,ACK,1,7050,0,20.86,13,11,0.000100
1447,NACK,8,6860,1,12.86,9,21,0.020080
1447,NACK,17,5107,1,8.27,7,22,0.445718
1447,ACK,21,10326,0,25.00,15,13,0.000100
1447,NACK,25,5870,1,12.40,9,18,0.028681
1447,ACK,26,2745,0,30.00,15,4,0.000100
1448,ACK,27,11028,0,12.36,9,33,0.029615
1448,ACK,14,2854,0,28.00,15,4,0.000100
1448,ACK,20,10669,0,26.43,15,13,0.000100
1448,NACK,29,2189,1,11.24,9,7,0.069438
1448,ACK,30,10695,0,20.17,13,17,0.000100
1448,ACK,0,3946,0,14.90,10,10,0.003994
1448,ACK,1,9009,0,22.55,14,13,0.000100
1449,NACK,2,2256,1,10.56,8,8,0.114196
1449,ACK,5,4510,0,15.11,11,10,0.003362
1449,ACK,20,6788,0,27.40,15,9,0.000100
1449,NACK,23,11617,1,10.04,8,41,0.163365
1449,ACK,25,3562,0,14.00,10,9,0.008192
1449,ACK,31,1964,0,30.00,15,3,0.000100
1449,ACK,6,6322,0,21.55,14,9,0.000100
1449,ACK,14,6877,0,27.02,15,9,0.000100
1450,NACK,17,9205,1,11.59,9,28,0.053713
1450,ACK,21,6164,0,25.59,15,8,0.000100
1450,ACK,25,7101,0,12.52,9,22,0.026117
1450,ACK,27,11939,0,15.43,11,25,0.002622
1451,NACK,0,1412,1,11.66,9,5,0.050788
1451,ACK,5,6853,0,15.51,11,15,0.002453
1451,ACK,10,10670,0,15.34,11,23,0.002803
1451,ACK,11,11066,0,27.32,15,14,0.000100
1451,ACK,14,1577,0,26.45,15,2,0.000100
1451,ACK,15,4526,0,30.00,15,6,0.000100
1452,NACK,18,1744,1,7.38,7,8,0.621454
1452,ACK,5,9988,0,15.45,11,21,0.002583
1452,ACK,6,4746,0,19.01,13,8,0.000149
1452,ACK,20,2068,0,29.21,15,3,0.000100
1452,ACK,24,10697,0,14.40,10,27,0.005940
1452,ACK,27,6951,0,17.95,12,13,0.000349
1453,NACK,2,1178,1,9.14,8,5,0.286869
1453,ACK,9,3325,0,21.50,14,5,0.000100
1453,ACK,15,1419,0,30.00,15,2,0.000100
1453,NACK,17,5244,1,9.97,8,19,0.171531
1453,ACK,25,4972,0,14.90,10,13,0.003985
1453,ACK,0,3283,0,12.03,9,10,0.038325
1453,ACK,6,2585,0,19.10,13,4,0.000139
1453,NACK,13,3654,1,8.03,7,16,0.493204
1453,ACK,15,7032,0,30.00,15,9,0.000100
1453,ACK,16,10127,0,19.54,13,16,0.000100
1454,NACK,17,10665,1,7.54,7,45,0.590562
1454,ACK,20,9747,0,28.26,15,12,0.000100
1454,ACK,28,5688,0,20.28,13,9,0.000100
1454,NACK,29,4474,1,7.89,7,19,0.522850
1454,ACK,12,6546,0,19.58,13,11,0.000100
1455,NACK,23,4977,1,11.02,9,15,0.081866
1455,ACK,28,9340,0,20.22,13,15,0.000100
1455,NACK,2,8500,1,8.37,7,36,0.425646
1456,NACK,22,2447,1,5.91,6,13,0.841451
1456,NACK,29,3859,1,7.25,7,17,0.644846
1456,ACK,30,8912,0,19.64,13,14,0.000100
1456,ACK,3,2465,0,16.58,11,6,0.001042
1456,ACK,4,6404,0,11.44,9,20,0.060167
1456,ACK,21,6311,0,25.06,15,8,0.000100
1456,ACK,31,6464,0,30.00,15,8,0.000100
1457,ACK,1,1,0,17.03,12,1,0.000728
1457,ACK,5,6237,0,18.01,12,12,0.000332
1457,NACK,13,4962,1,3.90,5,35,0.963875
1457,NACK,17,5533,1,8.30,7,24,0.440292
1457,ACK,26,3395,0,30.00,15,5,0.000100
1457,NACK,29,3073,1,7.96,7,13,0.507663
1457,ACK,30,2406,0,21.97,14,4,0.000100
1458,ACK,0,8663,0,11.98,9,26,0.039796
1458,NACK,2,7092,1,7.96,7,30,0.508577
1458,ACK,3,7829,0,18.33,12,15,0.000258
1458,ACK,6,805,0,21.07,14,2,0.000100
1458,ACK,9,10555,0,24.05,15,13,0.000100
1459,ACK,16,1106,0,22.14,14,2,0.000100
1459,NACK,4,7388,1,12.36,9,22,0.029545
1459,ACK,6,1750,0,22.28,14,3,0.000100
1459,ACK,7,8113,0,23.99,15,10,0.000100
1460,NACK,13,1667,1,4.20,5,12,0.954439
1460,ACK,16,7527,0,22.07,14,11,0.000100
1460,NACK,22,1212,1,10.09,8,5,0.158373
1460,ACK,26,2202,0,30.00,15,3,0.000100
1460,ACK,27,2464,0,20.53,13,4,0.000100
1460,ACK,5,1537,0,17.80,12,3,0.000392
1460,ACK,6,6241,0,23.66,15,8,0.000100
1460,ACK,8,6119,0,13.81,10,15,0.009481
1460,ACK,9,4953,0,25.40,15,6,0.000100
1461,NACK,13,6299,1,3.84,5,44,0.965306
1461,ACK,15,1738,0,30.00,15,3,0.000100
1461,ACK,16,10534,0,22.53,14,15,0.000100
1461,NACK,18,2706,1,10.10,8,10,0.157304
1461,NACK,24,5016,1,13.13,10,13,0.016275
1461,ACK,26,6588,0,30.00,15,8,0.000100
1462,NACK,29,2198,1,2.86,4,19,0.983950
1462,ACK,3,6963,0,17.35,12,13,0.000562
1462,NACK,17,9158,1,6.93,6,48,0.701530
1463,NACK,23,1478,1,8.76,7,7,0.352576
1463,ACK,27,8438,0,20.52,13,14,0.000100
1463,ACK,12,5029,0,21.88,14,7,0.000100
1463,NACK,23,7192,1,8.76,7,30,0.352576
1463,ACK,11,7641,0,29.63,15,10,0.000100
1463,ACK,14,6083,0,26.58,15,8,0.000100
1463,NACK,18,4169,1,6.69,6,22,0.740430
1464,ACK,22,3723,0,14.86,10,10,0.004118
1464,ACK,28,10168,0,18.78,12,19,0.000180
1464,NACK,0,10110,1,10.81,8,36,0.095838
1464,ACK,1,4723,0,17.88,12,9,0.000370
1465,NACK,4,662,1,7.46,7,3,0.606281
1465,ACK,11,7763,0,24.83,15,10,0.000100
1465,ACK,15,9617,0,30.00,15,12,0.000100
1465,NACK,17,8308,1,4.08,5,58,0.958427
1465,ACK,21,6001,0,20.39,13,10,0.000100
1466,NACK,29,9247,1,4.85,5,65,0.925754
1467,NACK,0,1452,1,9.10,8,6,0.293810
1467,ACK,1,1284,0,16.39,11,3,0.001213
1467,ACK,12,8719,0,25.42,15,11,0.000100
1467,ACK,16,11965,0,17.77,12,22,0.000404
1467,ACK,21,5838,0,21.28,14,8,0.000100
1467,ACK,30,4236,0,21.70,14,6,0.000100
1467,ACK,31,10421,0,30.00,15,13,0.000100
1467,ACK,1,2428,0,16.39,11,6,0.001213
1467,ACK,7,7509,0,22.94,14,11,0.000100
1467,ACK,9,9363,0,30.00,15,12,0.000100
1468,ACK,12,8141,0,23.43,15,10,0.000100
1468,ACK,16,2448,0,17.94,12,5,0.000352
1468,NACK,22,8261,1,13.47,10,21,0.012396
1468,ACK,24,4101,0,13.57,10,11,0.011477
1468,NACK,29,2451,1,7.25,7,11,0.646274
1468,ACK,30,2064,0,23.75,15,3,0.000100
1468,ACK,6,10986,0,22.73,14,15,0.000100
1468,ACK,11,5123,0,26.00,15,7,0.000100
1469,ACK,13,553,0,8.11,7,3,0.478537
1469,ACK,8,5773,0,13.46,10,15,0.012515
1469,ACK,15,10140,0,30.00,15,13,0.000100
1469,NACK,18,5244,1,10.68,8,19,0.104823
1469,ACK,20,4242,0,30.00,15,6,0.000100
1469,ACK,23,4408,0,15.31,11,10,0.002873
1469,ACK,27,2469,0,21.73,14,4,0.000100
1469,NACK,28,6424,1,11.38,9,20,0.062565
1470,ACK,1,3720,0,15.18,11,8,0.003202
1470,ACK,6,8636,0,23.37,15,11,0.000100
1470,NACK,17,8391,1,8.25,7,35,0.450527
1470,ACK,28,6271,0,14.08,10,16,0.007675
1471,NACK,29,2911,1,4.72,5,21,0.932608
1471,NACK,0,6491,1,12.12,9,20,0.035674
1471,ACK,7,6074,0,18.35,12,12,0.000254
1471,NACK,10,4646,1,11.58,9,14,0.054133
1472,NACK,17,741,1,6.93,6,4,0.701331
1472,ACK,20,9616,0,30.00,15,12,0.000100
1472,ACK,21,6078,0,19.67,13,10,0.000100
1472,NACK,2,6197,1,4.53,5,44,0.941267
1472,ACK,6,3731,0,23.67,15,5,0.000100
1472,ACK,8,1520,0,13.12,10,4,0.016344
1472,ACK,10,6131,0,13.34,10,16,0.013718
1473,ACK,28,3037,0,15.22,11,7,0.003098
1473,ACK,30,5012,0,21.92,14,7,0.000100
1473,ACK,5,8533,0,19.82,13,14,0.000100
1473,NACK,10,5742,1,11.41,9,18,0.061535
1473,NACK,13,10955,1,8.44,7,46,0.412114
1474,ACK,18,1823,0,14.18,10,5,0.007092
1474,ACK,23,5317,0,17.77,12,10,0.000402
1474,ACK,24,1532,0,14.50,10,4,0.005506
1474,ACK,5,2616,0,19.61,13,5,0.000100
1474,ACK,7,2142,0,17.54,12,4,0.000484
1474,ACK,8,8087,0,12.31,9,25,0.030815
1474,ACK,9,9905,0,29.31,15,12,0.000100
1474,ACK,12,11456,0,18.60,12,21,0.000207
1475,NACK,13,4176,1,7.60,7,18,0.579016
1475,ACK,15,7750,0,30.00,15,10,0.000100
1475,ACK,27,9688,0,21.23,14,14,0.000100
1475,ACK,5,3425,0,19.63,13,6,0.000100
1475,ACK,6,1736,0,22.87,14,3,0.000100
1475,ACK,8,1238,0,10.08,8,5,0.159592
1475,NACK,17,6707,1,8.42,7,28,0.416100
1475,NACK,19,2191,1,8.53,7,10,0.395719
1475,ACK,20,5032,0,30.00,15,6,0.000100
1476,ACK,12,9076,0,18.83,12,17,0.000172
1476,ACK,14,6450,0,30.00,15,8,0.000100
1476,ACK,16,1299,0,17.81,12,3,0.000389
1476,ACK,26,1669,0,30.00,15,2,0.000100
1476,ACK,28,5472,0,11.40,9,17,0.061900
1476,ACK,9,4025,0,28.20,15,5,0.000100
1476,ACK,10,3757,0,12.22,9,12,0.033045
1476,ACK,15,1722,0,30.00,15,3,0.000100
1476,NACK,19,4429,1,10.36,8,16,0.131101
1477,NACK,29,1348,1,7.85,7,6,0.529402
1477,ACK,31,7912,0,30.00,15,10,0.000100
1477,ACK,0,2563,0,12.55,9,8,0.025644
1477,ACK,1,11741,0,15.47,11,25,0.002540
1477,ACK,16,7832,0,18.35,12,15,0.000253
1477,ACK,19,1585,0,9.76,8,6,0.196855
1477,ACK,26,1352,0,30.00,15,2,0.000100
1477,ACK,28,1092,0,13.33,10,3,0.013881
1477,ACK,30,10968,0,22.17,14,15,0.000100
1478,ACK,1,273,0,15.91,11,1,0.001782
1478,NACK,2,9478,1,5.65,6,50,0.867310
1478,NACK,4,5193,1,12.81,9,16,0.020814
1478,NACK,8,6422,1,7.98,7,27,0.503791
1478,ACK,11,3336,0,26.27,15,4,0.000100
1479,ACK,20,5118,0,30.00,15,7,0.000100
1479,NACK,24,8948,1,9.91,8,32,0.178438
1479,ACK,30,9664,0,19.91,13,15,0.000100
1479,NACK,8,3893,1,7.71,7,17,0.558078
1480,NACK,19,3580,1,10.92,8,13,0.088346
1480,ACK,23,8323,0,14.07,10,21,0.007719
1480,ACK,22,3787,0,15.20,11,8,0.003135
1480,NACK,23,8476,1,14.07,10,21,0.007719
1481,ACK,0,790,0,11.93,9,3,0.041420
1481,ACK,3,7234,0,19.72,13,12,0.000100
1481,ACK,5,6097,0,19.05,13,10,0.000145
1481,ACK,11,4098,0,23.52,15,5,0.000100
1481,ACK,14,9659,0,29.84,15,12,0.000100
1481,ACK,15,2610,0,30.00,15,4,0.000100
1481,ACK,19,6093,0,10.24,8,22,0.142417
1481,ACK,5,999,0,19.05,13,2,0.000145
1481,ACK,9,2125,0,29.00,15,3,0.000100
1481,ACK,21,11382,0,16.46,11,24,0.001144
1482,ACK,22,3460,0,14.75,10,9,0.004480
1482,NACK,24,7685,1,10.56,8,27,0.114247
1482,ACK,26,4561,0,30.00,15,6,0.000100
1482,ACK,27,8841,0,22.69,14,12,0.000100
1482,NACK,29,9041,1,11.76,9,27,0.047055
1483,ACK,0,912,0,14.92,10,3,0.003928
1483,ACK,1,4821,0,19.58,13,8,0.000100
1483,ACK,5,10598,0,16.93,11,23,0.000789
1483,ACK,6,3484,0,19.15,13,6,0.000133
1483,ACK,18,6963,0,17.18,12,13,0.000648
1483,ACK,20,4217,0,30.00,15,6,0.000100
1483,ACK,27,11504,0,23.32,15,14,0.000100
1483,ACK,29,9722,0,13.17,10,24,0.015697
1484,ACK,1,6627,0,18.24,12,13,0.000278
1484,NACK,13,9559,1,7.51,7,40,0.596467
1484,NACK,17,2934,1,12.28,9,9,0.031534
1484,NACK,19,5212,1,7.44,7,22,0.610319
1484,ACK,27,8122,0,22.36,14,11,0.000100
1485,NACK,8,6265,1,9.47,8,22,0.235336
1485,NACK,10,10306,1,10.72,8,36,0.101761
1485,ACK,18,4421,0,14.81,10,11,0.004287
1485,ACK,20,3316,0,30.00,15,4,0.000100
1485,ACK,22,4095,0,15.55,11,9,0.002381
1486,ACK,29,1858,0,9.97,8,7,0.171653
1486,ACK,30,1979,0,17.24,12,4,0.000617
1486,ACK,3,3977,0,18.80,12,8,0.000177
1486,ACK,26,4978,0,30.00,15,6,0.000100
1486,ACK,30,1196,0,17.24,12,3,0.000617
1486,ACK,7,1036,0,22.87,14,2,0.000100
1486,ACK,11,1674,0,25.82,15,2,0.000100
1486,ACK,14,4754,0,29.83,15,6,0.000100
1486,ACK,22,3593,0,15.78,11,8,0.001975
1486,NACK,29,5921,1,9.97,8,21,0.171653
1486,NACK,4,6204,1,10.82,8,22,0.094533
1486,ACK,6,5965,0,21.41,14,9,0.000100
1487,ACK,12,10332,0,20.98,13,16,0.000100
1487,ACK,14,11054,0,29.42,15,14,0.000100
1487,ACK,16,10111,0,20.67,13,16,0.000100
1487,NACK,19,7564,1,7.81,7,32,0.537836
1487,ACK,27,2640,0,23.29,15,4,0.000100
1487,ACK,9,2290,0,27.18,15,3,0.000100
1487,ACK,14,3866,0,29.42,15,5,0.000100
1488,ACK,18,3540,0,16.83,11,8,0.000855
1488,NACK,19,3830,1,8.59,7,16,0.384479
1488,ACK,20,8550,0,30.00,15,11,0.000100
1488,ACK,23,806,0,9.65,8,3,0.210662
1488,ACK,30,9996,0,16.65,11,21,0.000990
1488,ACK,3,10507,0,19.55,13,17,0.000100
1489,ACK,4,2506,0,10.57,8,9,0.113587
1489,ACK,5,8085,0,18.32,12,15,0.000260
1489,NACK,8,6581,1,12.87,9,20,0.019901
1489,NACK,17,5298,1,12.46,9,16,0.027484
1489,ACK,19,10168,0,12.14,9,31,0.035175
1489,ACK,21,4847,0,18.29,12,9,0.000266
1490,ACK,25,7646,0,16.55,11,16,0.001072
1490,ACK,30,4517,0,15.40,11,10,0.002668
1490,NACK,2,9341,1,6.90,6,49,0.706859
1490,ACK,4,6325,0,13.96,10,16,0.008408
1490,ACK,21,4384,0,22.01,14,6,0.000100
1491,ACK,27,4346,0,22.27,14,6,0.000100
1491,ACK,28,3251,0,10.69,8,12,0.104386
1491,ACK,1,11708,0,18.75,12,22,0.000184
1491,ACK,5,1130,0,17.82,12,3,0.000388
1491,ACK,15,6300,0,30.00,15,8,0.000100
1491,ACK,18,6978,0,13.01,10,18,0.017912
1491,ACK,25,2221,0,16.47,11,5,0.001137
1491,NACK,28,6583,1,10.69,8,23,0.104386
1492,NACK,29,9313,1,6.67,6,49,0.743366
1492,ACK,0,8034,0,13.37,10,20,0.013491
1492,ACK,3,6834,0,15.65,11,15,0.002186
1493,ACK,6,3863,0,17.22,12,7,0.000625
1493,ACK,7,1758,0,14.61,10,5,0.005026
1493,ACK,8,5032,0,12.52,9,15,0.026120
1493,ACK,9,2954,0,23.91,15,4,0.000100
1493,ACK,12,4330,0,22.38,14,6,0.000100
1493,ACK,16,2218,0,19.77,13,4,0.000100
1493,NACK,19,4672,1,10.60,8,17,0.111155
1493,NACK,29,1106,1,6.86,6,6,0.714208
1493,ACK,31,2065,0,24.70,15,3,0.000100
1493,ACK,4,9272,0,12.77,9,28,0.021486
1493,ACK,16,1990,0,19.77,13,4,0.000100
1494,ACK,7,6535,0,17.87,12,12,0.000372
1494,ACK,20,8592,0,29.94,15,11,0.000100
1494,ACK,21,7462,0,19.45,13,12,0.000105
1494,ACK,22,4321,0,12.36,9,13,0.029544
1494,ACK,27,1465,0,23.55,15,2,0.000100
1494,ACK,0,3768,0,15.52,11,8,0.002427
1494,ACK,4,4031,0,12.18,9,12,0.034027
1494,ACK,14,8986,0,29.32,15,11,0.000100
1494,ACK,15,7191,0,30.00,15,9,0.000100
1494,ACK,24,1383,0,13.19,10,4,0.015446
1494,ACK,26,4351,0,30.00,15,6,0.000100
1495,ACK,30,8972,0,14.31,10,22,0.006383
1495,ACK,12,3499,0,23.53,15,5,0.000100
1495,ACK,14,1823,0,27.07,15,3,0.000100
1495,ACK,22,11885,0,13.83,10,30,0.009335
1495,NACK,23,9569,1,11.97,9,29,0.040139
1495,ACK,7,2806,0,18.39,12,6,0.000245
1496,ACK,10,9347,0,17.78,12,17,0.000400
1496,ACK,12,8616,0,25.75,15,11,0.000100
1496,NACK,13,5077,1,9.89,8,18,0.181049
1496,ACK,14,2196,0,26.98,15,3,0.000100
1496,ACK,16,8568,0,18.04,12,16,0.000326
1496,ACK,21,2885,0,21.23,14,4,0.000100
1496,ACK,25,2688,0,11.59,9,8,0.053436
1496,NACK,28,5473,1,11.33,9,17,0.064947
1496,ACK,31,3107,0,24.99,15,4,0.000100
1497,ACK,12,1682,0,27.14,15,3,0.000100
1497,NACK,13,8405,1,12.30,9,26,0.031009
1497,ACK,21,11217,0,22.02,14,16,0.000100
1497,NACK,23,8585,1,7.98,7,36,0.504222
1497,ACK,3,10131,0,19.02,13,16,0.000148
1498,NACK,4,209,1,8.08,7,1,0.484398
1498,ACK,11,10971,0,21.58,14,15,0.000100
1498,ACK,20,5990,0,24.79,15,8,0.000100
1498,ACK,21,4723,0,19.65,13,8,0.000100
1498,ACK,24,7643,0,14.88,10,19,0.004059
1498,ACK,28,5606,0,14.04,10,14,0.007912
1498,ACK,30,4133,0,16.75,11,9,0.000911
1499,ACK,4,255,0,9.62,8,1,0.214939
1499,ACK,5,952,0,18.38,12,2,0.000248
1499,ACK,15,6694,0,30.00,15,8,0.000100
1499,ACK,22,987,0,12.20,9,3,0.033572
1499,ACK,28,2882,0,14.29,10,8,0.006465
1499,ACK,29,1375,0,10.91,8,5,0.089095
1499,ACK,31,1527,0,26.92,15,2,0.000100
1499,NACK,2,8488,1,4.66,5,59,0.935196
1500,ACK,5,2433,0,16.07,11,6,0.001563
1500,ACK,10,4456,0,11.59,9,14,0.053555
1500,ACK,16,10883,0,23.71,15,13,0.000100
1500,ACK,28,11522,0,14.11,10,29,0.007507
1500,NACK,8,4360,1,7.11,7,19,0.670414
1500,ACK,25,2165,0,13.00,10,6,0.017973
1500,ACK,6,2133,0,16.52,11,5,0.001094
1500,ACK,12,4279,0,28.92,15,6,0.000100
1501,NACK,13,4707,1,10.27,8,17,0.139981
1501,ACK,15,2722,0,30.00,15,4,0.000100
1501,NACK,18,11245,1,5.94,6,59,0.839057
1501,ACK,20,3004,0,27.09,15,4,0.000100
1501,ACK,27,9658,0,24.44,15,12,0.000100
1502,NACK,1,8979,1,12.97,9,27,0.018388
1502,ACK,3,1890,0,21.20,14,3,0.000100
1502,ACK,6,5567,0,12.76,9,17,0.021708
1502,ACK,9,1852,0,24.89,15,3,0.000100
1502,NACK,13,4026,1,10.96,8,14,0.085680
1502,ACK,15,1876,0,30.00,15,3,0.000100
1503,NACK,18,2270,1,6.54,6,12,0.762160
1503,ACK,31,9537,0,29.18,15,12,0.000100
1503,NACK,2,3703,1,3.10,5,26,0.980531
1503,ACK,15,5981,0,30.00,15,8,0.000100
1503,ACK,21,4033,0,24.86,15,5,0.000100
1503,ACK,27,4043,0,24.37,15,5,0.000100
1503,NACK,29,6946,1,8.81,7,29,0.344096
1504,ACK,30,7754,0,21.99,14,11,0.000100
1504,ACK,1,9091,0,13.71,10,23,0.010288
1504,ACK,12,9787,0,23.45,15,12,0.000100
1504,ACK,27,11791,0,25.45,15,15,0.000100
1504,ACK,31,9144,0,27.89,15,11,0.000100
1504,ACK,6,8148,0,13.88,10,20,0.008997
1504,ACK,9,4071,0,22.64,14,6,0.000100
1505,ACK,11,5005,0,23.56,15,6,0.000100
1505,ACK,20,982,0,29.45,15,2,0.000100
1505,ACK,27,2649,0,24.07,15,4,0.000100
1505,ACK,10,5066,0,11.14,9,16,0.075118
1505,ACK,12,7398,0,24.47,15,9,0.000100
1505,ACK,15,2536,0,30.00,15,4,0.000100
1505,NACK,18,6654,1,8.06,7,28,0.487096
1506,NACK,19,2302,1,7.15,7,10,0.664573
1506,ACK,20,836,0,28.53,15,1,0.000100
1506,ACK,26,8513,0,30.00,15,11,0.000100
1506,ACK,1,11140,0,15.96,11,24,0.001709
1506,ACK,3,3313,0,17.73,12,7,0.000417
1506,ACK,7,7038,0,19.49,13,11,0.000102
1506,ACK,22,3023,0,10.80,8,11,0.095946
1506,NACK,29,1124,1,5.76,6,6,0.857508
1507,NACK,4,10081,1,9.40,8,36,0.246709
1507,ACK,6,6875,0,15.42,11,15,0.002627
1507,ACK,21,11712,0,21.97,14,16,0.000100
1508,ACK,3,10426,0,18.77,12,19,0.000182
1508,ACK,5,11445,0,19.74,13,18,0.000100
1508,ACK,10,2211,0,12.49,9,7,0.026867
1508,ACK,17,9219,0,16.48,11,20,0.001132
1508,ACK,23,2607,0,11.58,9,8,0.053832
1509,ACK,1,3819,0,16.20,11,8,0.001408
1509,NACK,4,2508,1,9.75,8,9,0.197245
1509,ACK,7,10583,0,16.65,11,23,0.000986
1509,ACK,15,876,0,30.00,15,2,0.000100
1509,ACK,16,2664,0,18.74,12,5,0.000185
1509,ACK,20,6462,0,28.37,15,8,0.000100
1509,ACK,22,9978,0,12.45,9,30,0.027714
1509,ACK,31,8224,0,28.02,15,10,0.000100
1510,ACK,5,1272,0,19.68,13,2,0.000100
1510,ACK,7,4385,0,14.85,10,11,0.004154
1510,ACK,16,3180,0,19.66,13,5,0.000100
1510,ACK,22,3412,0,11.05,9,11,0.080017
1510,ACK,28,7856,0,17.86,12,15,0.000374
1511,ACK,0,8714,0,16.34,11,19,0.001263
1511,ACK,1,881,0,16.12,11,2,0.001503
1511,ACK,3,3630,0,19.09,13,6,0.000140
1511,ACK,11,7404,0,28.43,15,9,0.000100
1511,ACK,15,8497,0,30.00,15,11,0.000100
1511,NACK,18,2058,1,10.07,8,8,0.160735
1511,ACK,21,9363,0,24.02,15,12,0.000100
1511,NACK,22,893,1,9.50,8,4,0.231111
1512,ACK,25,1689,0,10.16,8,6,0.150679
1512,ACK,27,3063,0,21.57,14,5,0.000100
1512,ACK,28,7561,0,18.52,12,14,0.000222
1512,NACK,10,2027,1,8.81,7,9,0.343682
1512,ACK,11,1167,0,27.16,15,2,0.000100
1512,ACK,12,2285,0,25.57,15,3,0.000100
1512,NACK,22,4323,1,7.76,7,19,0.548046
1512,ACK,26,8510,0,30.00,15,11,0.000100
1512,ACK,27,4156,0,21.57,14,6,0.000100
1512,ACK,30,1792,0,22.10,14,3,0.000100
1513,NACK,18,6654,1,10.35,8,24,0.132579
1513,NACK,8,8084,1,6.75,6,43,0.731572
1513,ACK,11,7166,0,27.07,15,9,0.000100
1513,ACK,16,11495,0,22.93,14,16,0.000100
1514,NACK,29,1124,1,8.62,7,5,0.379089
1514,NACK,22,4192,1,6.63,6,22,0.749828
1514,ACK,23,8410,0,16.60,11,18,0.001024
1514,ACK,26,9310,0,30.00,15,12,0.000100
1515,NACK,4,10081,1,6.69,6,53,0.739960
1515,NACK,2,2595,1,1.66,4,22,0.993763
1516,NACK,4,2800,1,6.89,6,15,0.709098
1516,ACK,5,10666,0,21.07,14,15,0.000100
1516,ACK,12,4005,0,21.90,14,6,0.000100
1516,ACK,21,6710,0,24.45,15,8,0.000100
1516,ACK,3,9363,0,23.52,15,12,0.000100
1516,ACK,6,3007,0,20.16,13,5,0.000100
1516,ACK,7,9647,0,18.82,12,18,0.000174
1517,NACK,4,2508,1,7.97,7,11,0.506323
1517,NACK,8,1972,1,7.77,7,9,0.546514
1517,ACK,14,7780,0,30.00,15,10,0.000100
1517,ACK,15,1830,0,30.00,15,3,0.000100
1517,NACK,22,11072,1,5.46,6,58,0.884372
1517,ACK,23,3498,0,20.25,13,6,0.000100
1518,ACK,28,680,0,13.61,10,2,0.011104
1518,ACK,31,6474,0,30.00,15,8,0.000100
