tti,event,ue,pkt_bits,retx,sinr_db,cqi,rb_alloc,rb_perr
430,ACK,5,7355,0,18.17,12,14,0.000292
430,ACK,10,2227,0,13.13,10,6,0.016252
430,ACK,12,8006,0,21.98,14,11,0.000100
430,ACK,14,11863,0,25.05,15,15,0.000100
430,ACK,15,3102,0,30.00,15,4,0.000100
431,ACK,23,8123,0,14.00,10,20,0.008171
431,ACK,28,3733,0,24.33,15,5,0.000100
431,ACK,9,7350,0,27.61,15,9,0.000100
431,ACK,22,9712,0,12.53,9,29,0.025897
431,ACK,27,4148,0,21.25,14,6,0.000100
431,ACK,3,10117,0,15.68,11,22,0.002144
431,ACK,6,5714,0,19.87,13,9,0.000100
432,NACK,17,5503,1,6.21,6,29,0.806913
432,NACK,19,3657,1,9.51,8,13,0.230438
432,NACK,23,6312,1,11.93,9,19,0.041179
432,NACK,25,3213,1,7.73,7,14,0.554556
432,ACK,26,7660,0,30.00,15,10,0.000100
433,NACK,29,4677,1,9.81,8,17,0.190830
433,ACK,30,7336,0,22.43,14,10,0.000100
433,ACK,11,5002,0,24.94,15,6,0.000100
433,ACK,12,9071,0,19.90,13,14,0.000100
433,ACK,30,10899,0,22.43,14,15,0.000100
433,ACK,31,4553,0,30.00,15,6,0.000100
433,ACK,5,9818,0,16.54,11,21,0.001081
434,ACK,10,2120,0,12.28,9,7,0.031504
434,ACK,11,7261,0,25.36,15,9,0.000100
434,NACK,13,11082,1,9.83,8,39,0.188322
434,NACK,25,10067,1,9.47,8,35,0.235835
435,ACK,5,290,0,17.29,12,1,0.000593
435,ACK,14,2519,0,27.08,15,3,0.000100
435,NACK,19,2754,1,9.46,8,10,0.237474
435,NACK,23,11269,1,8.60,7,47,0.382807
435,ACK,27,1054,0,22.38,14,2,0.000100
435,ACK,14,1138,0,27.08,15,2,0.000100
435,NACK,24,6029,1,5.57,6,32,0.874788
436,NACK,25,197,1,7.60,7,1,0.579081
436,ACK,31,8101,0,29.68,15,10,0.000100
436,ACK,7,6036,0,20.84,13,10,0.000100
436,ACK,11,5573,0,22.07,14,8,0.000100
436,ACK,20,11993,0,30.00,15,15,0.000100
436,NACK,23,10467,1,9.96,8,37,0.172948
436,ACK,26,2865,0,30.00,15,4,0.000100
436,ACK,9,8489,0,25.58,15,11,0.000100
437,NACK,22,5030,1,11.24,9,15,0.069556
437,NACK,23,7300,1,10.45,8,26,0.123563
437,NACK,24,2056,1,5.20,6,11,0.903790
437,NACK,25,11362,1,8.01,7,48,0.497707
438,ACK,7,996,0,21.03,14,2,0.000100
438,NACK,8,11128,1,7.26,7,47,0.643870
438,ACK,10,9614,0,11.63,9,29,0.052015
439,NACK,18,5696,1,-0.08,2,80,0.998445
439,ACK,6,3251,0,19.01,13,6,0.000149
439,ACK,11,3726,0,22.26,14,6,0.000100
439,ACK,15,3595,0,30.00,15,5,0.000100
440,ACK,16,5063,0,24.91,15,7,0.000100
440,ACK,27,3943,0,19.62,13,7,0.000100
440,ACK,28,11667,0,18.93,12,22,0.000160
440,ACK,1,6286,0,17.23,12,12,0.000620
440,NACK,2,7441,1,3.60,5,52,0.971297
441,ACK,3,5745,0,15.96,11,12,0.001715
441,ACK,6,5236,0,22.89,14,8,0.000100
441,ACK,9,10952,0,29.76,15,14,0.000100
441,NACK,10,4533,1,11.66,9,14,0.050677
441,ACK,14,3770,0,29.40,15,5,0.000100
441,NACK,22,7364,1,6.45,6,39,0.775740
441,ACK,23,2634,0,13.33,10,7,0.013901
442,NACK,24,1753,1,6.97,6,10,0.694778
442,ACK,26,6939,0,30.00,15,9,0.000100
442,ACK,27,1333,0,20.91,13,3,0.000100
442,ACK,5,1413,0,13.29,10,4,0.014282
443,NACK,17,417,1,4.01,5,3,0.960575
443,ACK,23,6663,0,13.42,10,17,0.012967
443,NACK,24,7788,1,6.52,6,41,0.765166
443,NACK,25,6466,1,9.06,8,23,0.300365
443,ACK,26,4680,0,30.00,15,6,0.000100
443,ACK,29,1632,0,12.15,9,5,0.035015
444,NACK,8,5877,1,8.48,7,25,0.405244
444,NACK,13,9006,1,11.89,9,27,0.042461
444,ACK,23,5242,0,14.82,10,13,0.004243
444,ACK,1,9168,0,15.74,11,20,0.002037
445,ACK,5,5862,0,13.01,10,15,0.017812
445,ACK,9,5701,0,26.41,15,7,0.000100
445,ACK,15,9259,0,30.00,15,12,0.000100
445,ACK,20,1309,0,30.00,15,2,0.000100
445,NACK,29,1922,1,10.50,8,7,0.119210
445,ACK,30,3159,0,23.65,15,4,0.000100
445,ACK,31,1182,0,30.00,15,2,0.000100
445,NACK,0,6392,1,12.50,9,20,0.026550
445,ACK,6,11211,0,26.37,15,14,0.000100
445,NACK,8,1758,1,7.11,7,8,0.670061
445,ACK,11,6860,0,28.35,15,9,0.000100
446,ACK,12,1736,0,24.42,15,3,0.000100
446,NACK,17,8539,1,6.41,6,45,0.780630
446,ACK,29,6906,0,10.88,8,24,0.090864
447,NACK,4,5768,1,5.44,6,31,0.885543
447,ACK,5,10013,0,16.44,11,21,0.001168
447,ACK,6,8841,0,27.36,15,11,0.000100
447,NACK,10,4521,1,9.78,8,16,0.193663
447,ACK,11,1155,0,26.53,15,2,0.000100
447,ACK,12,6581,0,27.24,15,8,0.000100
448,ACK,13,6603,0,12.19,9,20,0.033791
448,ACK,14,1663,0,30.00,15,2,0.000100
448,NACK,25,11411,1,6.65,6,60,0.746186
449,NACK,2,7603,1,9.17,8,27,0.282295
449,ACK,3,9325,0,20.71,13,15,0.000100
449,ACK,6,9924,0,24.66,15,12,0.000100
449,ACK,14,1688,0,30.00,15,3,0.000100
449,ACK,16,10305,0,25.81,15,13,0.000100
449,ACK,20,5453,0,30.00,15,7,0.000100
449,ACK,23,2613,0,14.89,10,7,0.004026
449,ACK,27,10016,0,20.39,13,16,0.000100
450,NACK,8,7000,1,9.17,8,25,0.281830
450,NACK,19,9935,1,8.19,7,42,0.462002
450,ACK,21,6819,0,16.23,11,15,0.001376
451,NACK,4,2636,1,4.52,5,19,0.941730
451,ACK,15,8759,0,30.00,15,11,0.000100
451,ACK,20,4236,0,30.00,15,6,0.000100
451,ACK,22,8672,0,13.53,10,22,0.011842
451,NACK,24,3406,1,6.82,6,18,0.719674
451,ACK,30,8340,0,22.10,14,12,0.000100
452,NACK,2,6817,1,6.90,6,36,0.706873
452,ACK,20,9289,0,30.00,15,12,0.000100
452,ACK,22,5853,0,11.54,9,18,0.055778
452,ACK,23,1330,0,13.13,10,4,0.016193
452,NACK,25,916,1,3.06,5,7,0.981077
452,ACK,26,2129,0,30.00,15,3,0.000100
452,ACK,27,7053,0,16.64,11,15,0.000998
453,ACK,1,864,0,21.80,14,2,0.000100
453,ACK,6,6889,0,27.36,15,9,0.000100
453,ACK,12,5376,0,30.00,15,7,0.000100
453,NACK,17,4622,1,3.12,5,33,0.980221
453,NACK,18,11699,1,8.02,7,49,0.495887
454,NACK,4,1008,1,9.03,8,4,0.304673
454,NACK,10,11502,1,9.19,8,40,0.278053
454,NACK,18,4451,1,6.90,6,24,0.707214
454,ACK,21,5536,0,15.01,11,12,0.003652
454,ACK,1,885,0,22.03,14,2,0.000100
455,NACK,8,3799,1,7.23,7,16,0.648860
455,ACK,12,11996,0,28.06,15,15,0.000100
455,ACK,20,2289,0,30.00,15,3,0.000100
455,ACK,21,5598,0,17.99,12,11,0.000337
455,NACK,4,10018,1,8.17,7,42,0.465454
456,NACK,8,2850,1,6.68,6,15,0.741716
456,ACK,11,4015,0,29.26,15,5,0.000100
456,ACK,20,11877,0,30.00,15,15,0.000100
456,NACK,24,6128,1,8.53,7,26,0.396453
456,ACK,28,2770,0,14.02,10,7,0.008031
456,ACK,31,3214,0,30.00,15,4,0.000100
456,ACK,1,10493,0,22.97,14,15,0.000100
457,NACK,2,8438,1,8.97,7,36,0.315597
457,NACK,4,11230,1,9.50,8,39,0.231260
458,NACK,2,9350,1,7.74,7,39,0.551856
458,ACK,5,5468,0,22.54,14,8,0.000100
458,ACK,6,11105,0,26.86,15,14,0.000100
458,ACK,9,5157,0,24.65,15,7,0.000100
458,NACK,10,4331,1,9.68,8,16,0.206439
459,NACK,2,9135,1,8.04,7,39,0.491661
459,NACK,4,8921,1,6.83,6,47,0.718983
459,ACK,9,4151,0,23.80,15,5,0.000100
460,NACK,8,5603,1,6.92,6,30,0.703231
460,ACK,12,3346,0,27.76,15,4,0.000100
460,NACK,13,1187,1,8.06,7,5,0.488904
460,ACK,23,10801,0,16.36,11,23,0.001240
460,NACK,24,4761,1,8.47,7,20,0.407481
460,ACK,28,6372,0,14.65,10,16,0.004874
461,ACK,9,10123,0,24.78,15,13,0.000100
461,ACK,12,11611,0,27.60,15,14,0.000100
461,NACK,17,6530,1,6.62,6,35,0.750893
461,NACK,18,1375,1,3.57,5,10,0.971891
461,NACK,19,7006,1,10.19,8,25,0.147336
462,ACK,1,2044,0,17.47,12,4,0.000511
462,NACK,13,903,1,8.57,7,4,0.388014
462,ACK,15,6464,0,30.00,15,8,0.000100
462,NACK,25,2601,1,8.76,7,11,0.352048
462,ACK,3,1385,0,25.39,15,2,0.000100
462,ACK,26,2151,0,30.00,15,3,0.000100
462,ACK,3,7121,0,25.39,15,9,0.000100
462,ACK,7,11931,0,23.66,15,15,0.000100
462,ACK,12,5356,0,25.48,15,7,0.000100
462,ACK,14,10064,0,25.75,15,12,0.000100
462,ACK,28,10687,0,15.54,11,23,0.002397
463,ACK,0,10793,0,11.92,9,33,0.041574
463,ACK,5,5226,0,21.58,14,8,0.000100
463,ACK,11,3777,0,27.32,15,5,0.000100
463,ACK,16,5926,0,22.16,14,8,0.000100
463,NACK,22,2671,1,6.49,6,14,0.769852
463,ACK,28,2807,0,13.91,10,7,0.008762
463,ACK,3,9627,0,24.98,15,12,0.000100
464,ACK,7,285,0,22.71,14,1,0.000100
464,NACK,8,9483,1,6.66,6,50,0.744949
464,ACK,11,2983,0,26.35,15,4,0.000100
464,ACK,16,9347,0,21.43,14,13,0.000100
464,NACK,18,4652,1,8.66,7,20,0.371342
464,ACK,21,6857,0,19.08,13,11,0.000142
465,ACK,23,9497,0,13.80,10,24,0.009545
465,NACK,25,11589,1,12.71,9,35,0.022624
465,ACK,26,9648,0,30.00,15,12,0.000100
466,NACK,8,2527,1,5.04,6,14,0.914661
466,ACK,12,11046,0,27.80,15,14,0.000100
466,ACK,20,2087,0,30.00,15,3,0.000100
466,NACK,0,4742,1,10.99,8,17,0.083710
466,ACK,3,4720,0,22.52,14,7,0.000100
466,NACK,19,3104,1,10.10,8,11,0.157600
466,ACK,20,4812,0,30.00,15,6,0.000100
466,ACK,27,11557,0,17.95,12,21,0.000349
467,NACK,4,9326,1,10.40,8,33,0.127496
467,ACK,5,10422,0,18.00,12,19,0.000336
467,ACK,9,2761,0,27.74,15,4,0.000100
467,ACK,12,2778,0,27.89,15,4,0.000100
467,ACK,14,7133,0,24.17,15,9,0.000100
467,ACK,26,805,0,30.00,15,1,0.000100
467,ACK,27,2821,0,16.12,11,6,0.001505
468,ACK,28,3915,0,12.83,9,12,0.020565
468,ACK,30,6463,0,23.78,15,8,0.000100
468,ACK,1,4021,0,15.95,11,9,0.001733
468,ACK,3,11122,0,24.77,15,14,0.000100
468,NACK,18,7686,1,7.91,7,33,0.518828
468,ACK,26,5224,0,30.00,15,7,0.000100
469,ACK,28,2734,0,12.20,9,9,0.033510
469,NACK,0,9033,1,9.87,8,32,0.182987
469,ACK,7,949,0,20.60,13,2,0.000100
469,NACK,13,10332,1,7.97,7,44,0.505973
469,ACK,15,4334,0,30.00,15,6,0.000100
470,ACK,1,719,0,18.37,12,2,0.000249
470,NACK,8,1077,1,9.72,8,4,0.201775
470,NACK,10,8063,1,9.25,8,28,0.268542
470,ACK,26,10040,0,30.00,15,12,0.000100
470,NACK,29,11532,1,12.75,9,35,0.021916
470,ACK,30,2543,0,24.49,15,4,0.000100
470,ACK,5,6361,0,19.16,13,10,0.000133
471,ACK,16,3790,0,19.78,13,6,0.000100
471,ACK,29,2950,0,16.17,11,7,0.001444
471,ACK,30,10670,0,25.72,15,13,0.000100
471,NACK,2,8517,1,10.82,8,30,0.094946
471,ACK,11,9808,0,30.00,15,12,0.000100
471,ACK,12,3714,0,25.64,15,5,0.000100
471,NACK,13,5506,1,8.71,7,23,0.362490
472,ACK,30,7854,0,26.07,15,10,0.000100
472,NACK,2,8505,1,8.30,7,36,0.440521
472,ACK,5,3097,0,16.82,11,7,0.000859
472,ACK,7,11800,0,20.95,13,19,0.000100
473,NACK,18,4259,1,8.45,7,18,0.411507
473,ACK,21,3281,0,23.73,15,4,0.000100
473,NACK,25,6922,1,8.53,7,29,0.395499
473,NACK,2,11532,1,8.11,7,49,0.477821
474,ACK,10,5637,0,12.06,9,17,0.037428
474,ACK,11,9308,0,26.14,15,12,0.000100
474,ACK,12,9272,0,26.87,15,12,0.000100
474,NACK,13,10634,1,12.58,9,32,0.024982
475,NACK,19,2434,1,8.13,7,11,0.474266
475,ACK,23,1843,0,15.29,11,4,0.002914
475,ACK,24,4289,0,11.17,9,13,0.073208
475,NACK,25,1661,1,6.61,6,9,0.751840
475,ACK,26,6739,0,30.00,15,9,0.000100
475,ACK,29,7619,0,13.68,10,19,0.010496
475,ACK,30,1872,0,26.52,15,3,0.000100
475,ACK,31,3514,0,28.33,15,5,0.000100
475,ACK,1,6920,0,17.28,12,13,0.000597
476,ACK,4,271,0,11.97,9,1,0.040186
476,ACK,5,3802,0,18.33,12,7,0.000257
476,ACK,15,9186,0,30.00,15,11,0.000100
476,ACK,16,9679,0,20.27,13,15,0.000100
476,NACK,2,2147,1,10.17,8,8,0.149395
476,ACK,3,3680,0,25.32,15,5,0.000100
476,ACK,6,5963,0,24.62,15,8,0.000100
476,NACK,10,7679,1,10.85,8,27,0.092472
477,NACK,18,772,1,7.03,7,4,0.685680
477,ACK,21,1447,0,20.79,13,3,0.000100
477,NACK,22,7339,1,7.02,7,31,0.686680
477,NACK,29,1251,1,13.20,10,4,0.015383
477,ACK,30,3523,0,23.95,15,5,0.000100
477,ACK,5,6656,0,16.71,11,14,0.000937
477,ACK,7,8095,0,19.13,13,13,0.000136
477,ACK,12,5047,0,26.99,15,7,0.000100
477,ACK,20,3966,0,30.00,15,5,0.000100
478,NACK,22,6044,1,5.82,6,32,0.851646
478,NACK,25,7879,1,4.58,5,55,0.939051
478,ACK,31,8048,0,30.00,15,10,0.000100
479,ACK,0,6605,0,13.58,10,17,0.011388
479,ACK,7,8430,0,18.14,12,16,0.000300
479,ACK,14,3666,0,22.22,14,5,0.000100
479,ACK,16,8440,0,22.93,14,12,0.000100
479,NACK,22,3657,1,5.98,6,20,0.834202
479,ACK,13,6308,0,14.00,10,16,0.008162
479,ACK,14,3007,0,22.22,14,5,0.000100
480,ACK,15,4267,0,30.00,15,6,0.000100
480,NACK,19,8215,1,9.08,8,29,0.295755
481,NACK,25,1616,1,6.98,6,9,0.693749
481,ACK,30,2831,0,24.22,15,4,0.000100
481,NACK,0,809,1,11.84,9,3,0.044309
481,ACK,12,1104,0,28.25,15,2,0.000100
481,ACK,13,5711,0,13.71,10,14,0.010237
481,ACK,16,7035,0,19.13,13,11,0.000136
481,ACK,26,6679,0,30.00,15,8,0.000100
481,ACK,30,8696,0,24.22,15,11,0.000100
481,NACK,0,8932,1,11.84,9,27,0.044309
481,ACK,11,1266,0,29.98,15,2,0.000100
481,ACK,14,1050,0,22.59,14,2,0.000100
482,ACK,19,296,0,11.44,9,1,0.060105
482,ACK,27,5866,0,17.66,12,11,0.000439
482,ACK,28,8994,0,16.77,11,19,0.000899
482,NACK,2,10214,1,8.84,7,43,0.338560
482,ACK,5,6390,0,15.97,11,14,0.001697
482,NACK,8,1579,1,8.43,7,7,0.415221
482,ACK,9,3761,0,23.17,15,5,0.000100
483,ACK,13,2474,0,14.00,10,7,0.008138
483,NACK,19,8728,1,10.05,8,31,0.162427
483,ACK,20,11318,0,30.00,15,14,0.000100
483,ACK,26,6517,0,30.00,15,8,0.000100
483,ACK,27,4259,0,19.53,13,7,0.000100
483,ACK,11,10159,0,30.00,15,13,0.000100
483,ACK,16,5678,0,19.24,13,9,0.000125
484,NACK,22,850,1,6.14,6,5,0.815899
484,ACK,27,7928,0,19.21,13,13,0.000128
484,NACK,29,3996,1,10.55,8,14,0.115382
484,NACK,10,1259,1,8.42,7,6,0.417346
484,ACK,14,8788,0,22.08,14,12,0.000100
484,ACK,21,9163,0,24.14,15,11,0.000100
484,NACK,25,6742,1,6.12,6,36,0.818393
485,ACK,26,1994,0,30.00,15,3,0.000100
485,NACK,29,9266,1,7.85,7,39,0.530696
485,ACK,1,2583,0,17.01,12,5,0.000739
485,ACK,7,8854,0,17.64,12,17,0.000448
485,ACK,11,6259,0,30.00,15,8,0.000100
486,ACK,19,421,0,10.36,8,2,0.131804
486,ACK,20,9602,0,30.00,15,12,0.000100
486,NACK,24,5209,1,10.36,8,19,0.131167
486,ACK,14,823,0,25.80,15,1,0.000100
486,NACK,2,5337,1,9.64,8,19,0.212380
486,ACK,6,1788,0,18.64,12,4,0.000201
486,ACK,8,6825,0,13.05,10,17,0.017304
486,ACK,11,3621,0,30.00,15,5,0.000100
486,ACK,13,3886,0,11.86,9,12,0.043555
487,NACK,19,4246,1,11.25,9,13,0.069014
487,ACK,26,8838,0,30.00,15,11,0.000100
487,ACK,3,4493,0,20.12,13,7,0.000100
487,NACK,4,2587,1,8.91,7,11,0.326424
487,ACK,7,8736,0,17.13,12,16,0.000674
487,ACK,12,7815,0,28.33,15,10,0.000100
487,ACK,21,8549,0,23.25,15,11,0.000100
487,ACK,30,5584,0,20.87,13,9,0.000100
488,ACK,0,449,0,12.62,9,2,0.024147
488,ACK,1,5351,0,21.79,14,8,0.000100
488,ACK,2,9081,0,12.04,9,28,0.038050
488,NACK,4,8493,1,11.71,9,26,0.048729
488,ACK,11,9857,0,30.00,15,12,0.000100
488,ACK,13,3731,0,14.26,10,10,0.006650
488,ACK,16,882,0,17.59,12,2,0.000467
488,ACK,28,6683,0,19.59,13,11,0.000100
489,ACK,30,2527,0,19.91,13,4,0.000100
489,ACK,3,11628,0,16.35,11,25,0.001254
489,ACK,4,3457,0,9.85,8,13,0.185314
489,NACK,10,10852,1,11.67,9,33,0.050560
489,ACK,14,1145,0,25.30,15,2,0.000100
489,ACK,16,5990,0,19.63,13,10,0.000100
490,NACK,18,866,1,6.46,6,5,0.773740
490,ACK,1,9266,0,21.58,14,13,0.000100
490,NACK,2,2796,1,9.30,8,10,0.260664
490,ACK,6,10098,0,16.52,11,22,0.001097
490,NACK,10,9048,1,12.13,9,27,0.035485
490,ACK,15,2807,0,30.00,15,4,0.000100
490,NACK,24,1853,1,10.52,8,7,0.117659
491,ACK,26,239,0,30.00,15,1,0.000100
491,ACK,30,6685,0,19.52,13,11,0.000100
491,ACK,15,5433,0,30.00,15,7,0.000100
491,NACK,18,2502,1,4.15,5,18,0.956005
491,ACK,21,6814,0,22.50,14,10,0.000100
491,NACK,29,2220,1,7.80,7,10,0.540640
491,ACK,3,11891,0,15.66,11,25,0.002181
491,ACK,5,4070,0,21.19,14,6,0.000100
491,ACK,12,6435,0,24.15,15,8,0.000100
491,ACK,13,1777,0,15.77,11,4,0.001998
492,ACK,28,8794,0,23.87,15,11,0.000100
492,ACK,30,3963,0,20.43,13,7,0.000100
492,ACK,6,9955,0,20.60,13,16,0.000100
492,NACK,8,4411,1,11.50,9,14,0.057224
492,ACK,11,2503,0,30.00,15,3,0.000100
493,NACK,17,4251,1,3.45,5,30,0.974426
493,NACK,23,11167,1,9.49,8,39,0.232760
493,NACK,25,7010,1,10.09,8,25,0.157705
494,NACK,29,3688,1,7.07,7,16,0.678733
494,ACK,3,8451,0,15.10,11,18,0.003391
494,ACK,5,6700,0,22.54,14,10,0.000100
494,ACK,9,3597,0,20.68,13,6,0.000100
494,ACK,13,7145,0,13.82,10,18,0.009391
494,NACK,18,2365,1,7.42,7,10,0.614797
494,NACK,24,5618,1,9.46,8,20,0.237863
495,ACK,27,4644,0,16.42,11,10,0.001188
495,ACK,28,1162,0,23.36,15,2,0.000100
495,NACK,2,1328,1,5.35,6,7,0.892819
495,ACK,5,3022,0,21.43,14,5,0.000100
495,ACK,9,823,0,19.88,13,2,0.000100
495,ACK,12,7507,0,21.75,14,11,0.000100
495,ACK,16,5647,0,25.21,15,7,0.000100
495,NACK,22,9337,1,8.40,7,39,0.420091
495,NACK,25,2234,1,8.39,7,10,0.421878
496,ACK,28,4702,0,23.06,15,6,0.000100
496,NACK,4,11706,1,8.35,7,49,0.430743
496,ACK,7,7228,0,20.66,13,12,0.000100
496,ACK,9,1558,0,18.33,12,3,0.000257
496,NACK,13,9402,1,12.37,9,28,0.029362
497,ACK,14,5138,0,27.23,15,7,0.000100
497,ACK,16,3786,0,25.23,15,5,0.000100
497,NACK,18,1971,1,7.14,7,9,0.665781
497,ACK,20,10247,0,30.00,15,13,0.000100
497,NACK,23,5148,1,8.30,7,22,0.439309
497,ACK,1,5388,0,19.24,13,9,0.000124
497,NACK,3,9886,1,14.10,10,25,0.007535
498,ACK,13,5326,0,11.74,9,16,0.047657
498,NACK,22,5656,1,10.17,8,20,0.149371
498,NACK,23,3494,1,9.61,8,13,0.215730
498,ACK,1,6437,0,20.58,13,10,0.000100
498,NACK,8,8532,1,8.81,7,36,0.343777
499,ACK,9,321,0,17.85,12,1,0.000379
499,ACK,14,5943,0,30.00,15,8,0.000100
499,ACK,24,9944,0,11.48,9,30,0.058360
499,NACK,29,5166,1,5.92,6,27,0.841010
499,ACK,31,3129,0,30.00,15,4,0.000100
499,ACK,5,1837,0,19.32,13,3,0.000117
499,NACK,19,1531,1,11.91,9,5,0.042019
499,ACK,20,11818,0,30.00,15,15,0.000100
500,ACK,21,257,0,22.57,14,1,0.000100
500,ACK,22,6224,0,15.27,11,13,0.002959
500,NACK,29,1843,1,5.49,6,10,0.881266
500,ACK,31,7692,0,30.00,15,10,0.000100
500,ACK,5,1816,0,21.30,14,3,0.000100
500,ACK,9,6134,0,17.70,12,12,0.000427
500,NACK,10,7354,1,11.34,9,22,0.064543
500,ACK,20,11938,0,30.00,15,15,0.000100
501,ACK,21,516,0,23.62,15,1,0.000100
501,ACK,31,8426,0,30.00,15,11,0.000100
501,ACK,1,6085,0,16.56,11,13,0.001062
501,NACK,13,3855,1,9.58,8,14,0.219926
501,ACK,14,10462,0,30.00,15,13,0.000100
501,ACK,15,2255,0,29.76,15,3,0.000100
501,NACK,18,8355,1,5.44,6,44,0.885981
502,NACK,25,2709,1,8.51,7,12,0.400149
502,ACK,3,1401,0,14.09,10,4,0.007576
502,ACK,6,7715,0,18.53,12,14,0.000220
502,NACK,13,9582,1,9.69,8,34,0.206047
502,ACK,21,2327,0,22.93,14,4,0.000100
502,ACK,26,3796,0,30.00,15,5,0.000100
502,ACK,1,9914,0,14.56,10,25,0.005224
503,NACK,2,4507,1,2.03,4,38,0.991626
503,ACK,6,11592,0,17.61,12,21,0.000457
503,ACK,11,2470,0,27.77,15,3,0.000100
503,ACK,15,9653,0,30.00,15,12,0.000100
503,ACK,16,2023,0,25.11,15,3,0.000100
503,ACK,21,2464,0,21.17,14,4,0.000100
503,NACK,22,5019,1,12.57,9,15,0.025122
504,NACK,24,1589,1,10.39,8,6,0.128918
504,NACK,29,5898,1,9.93,8,21,0.175618
504,ACK,31,8951,0,29.81,15,11,0.000100
504,ACK,11,4273,0,28.91,15,6,0.000100
504,ACK,20,9928,0,30.00,15,12,0.000100
504,ACK,26,5985,0,30.00,15,8,0.000100
504,NACK,29,4521,1,9.93,8,16,0.175618
504,ACK,3,3020,0,14.62,10,8,0.004974
504,ACK,6,6999,0,19.43,13,11,0.000107
505,ACK,7,6585,0,17.93,12,12,0.000355
505,ACK,10,8663,0,12.47,9,26,0.027323
505,ACK,15,6598,0,30.00,15,8,0.000100
505,NACK,24,7781,1,10.56,8,28,0.113950
506,ACK,29,2476,0,10.72,8,9,0.101834
506,ACK,30,4358,0,18.01,12,8,0.000331
506,ACK,1,9696,0,15.38,11,21,0.002713
506,NACK,2,6929,1,5.31,6,37,0.896155
506,ACK,3,11324,0,17.92,12,21,0.000358
507,ACK,5,5796,0,17.08,12,11,0.000700
507,ACK,7,5158,0,16.70,11,11,0.000950
507,NACK,8,10064,1,11.87,9,30,0.043172
507,ACK,12,9962,0,23.53,15,12,0.000100
507,NACK,13,9439,1,11.24,9,29,0.069801
507,ACK,15,4899,0,30.00,15,6,0.000100
508,ACK,16,1266,0,27.12,15,2,0.000100
508,NACK,25,9945,1,9.19,8,35,0.278578
508,NACK,19,3369,1,13.55,10,9,0.011665
508,ACK,24,6602,0,11.34,9,20,0.064659
508,ACK,31,9429,0,30.00,15,12,0.000100
508,ACK,1,1974,0,16.63,11,5,0.001006
509,NACK,2,6443,1,1.66,4,54,0.993779
509,ACK,4,11117,0,12.85,9,34,0.020213
510,ACK,14,1566,0,24.50,15,2,0.000100
510,ACK,20,1426,0,30.00,15,2,0.000100
510,ACK,23,2556,0,14.96,10,7,0.003802
510,NACK,24,9987,1,11.24,9,30,0.069880
510,NACK,25,3782,1,9.71,8,14,0.203077
510,ACK,31,3749,0,28.58,15,5,0.000100
510,NACK,4,9879,1,9.85,8,35,0.185060
511,ACK,5,4167,0,18.88,12,8,0.000165
511,ACK,11,10301,0,28.41,15,13,0.000100
511,ACK,21,5663,0,22.50,14,8,0.000100
512,NACK,2,380,1,5.72,6,2,0.861027
512,ACK,6,7445,0,18.53,12,14,0.000220
512,ACK,11,2195,0,28.48,15,3,0.000100
512,ACK,15,9183,0,30.00,15,11,0.000100
512,ACK,16,5623,0,24.64,15,7,0.000100
512,ACK,1,3690,0,17.15,12,7,0.000663
512,ACK,3,11157,0,22.15,14,15,0.000100
512,ACK,7,4152,0,21.20,14,6,0.000100
512,NACK,13,9276,1,11.01,9,28,0.082797
513,ACK,16,1463,0,23.81,15,2,0.000100
513,ACK,19,5083,0,11.21,9,16,0.071329
513,ACK,21,11492,0,25.42,15,14,0.000100
513,ACK,27,942,0,16.56,11,2,0.001061
513,ACK,0,7498,0,14.08,10,19,0.007682
513,ACK,4,1811,0,11.43,9,6,0.060365
513,NACK,10,3490,1,11.21,9,11,0.071068
513,ACK,11,4373,0,30.00,15,6,0.000100
513,ACK,12,9180,0,18.67,12,17,0.000196
513,NACK,17,1135,1,5.53,6,6,0.878495
514,NACK,29,10764,1,8.43,7,45,0.414839
514,ACK,0,2499,0,14.68,10,7,0.004743
514,ACK,3,4661,0,20.33,13,8,0.000100
514,ACK,5,11158,0,13.71,10,28,0.010288
515,ACK,24,6206,0,14.10,10,16,0.007544
515,ACK,3,11622,0,21.34,14,16,0.000100
515,ACK,16,8644,0,25.19,15,11,0.000100
515,NACK,18,7503,1,3.43,5,53,0.974862
516,ACK,27,2343,0,17.60,12,5,0.000461
516,NACK,29,5618,1,6.97,6,30,0.694760
516,ACK,0,3139,0,12.78,9,10,0.021292
516,ACK,5,7654,0,13.47,10,19,0.012380
516,ACK,12,2068,0,20.88,13,4,0.000100
516,ACK,20,6276,0,30.00,15,8,0.000100
516,ACK,21,4231,0,26.51,15,6,0.000100
517,ACK,24,967,0,12.44,9,3,0.027929
517,ACK,31,6372,0,30.00,15,8,0.000100
517,ACK,6,7371,0,20.73,13,12,0.000100
517,ACK,7,9557,0,23.03,15,12,0.000100
517,NACK,8,4304,1,10.15,8,15,0.151810
517,ACK,14,10600,0,25.64,15,13,0.000100
518,NACK,18,4348,1,2.82,4,37,0.984385
518,ACK,19,2166,0,12.61,9,7,0.024429
518,ACK,31,4134,0,29.69,15,5,0.000100
518,NACK,8,9085,1,10.23,8,32,0.143779
518,ACK,12,3129,0,22.24,14,5,0.000100
518,ACK,1,7421,0,18.01,12,14,0.000333
